text,is_intervention,is_in
loneli predictor qualiti life among older caregiv aim paper report studi investig qualiti life relat loneli caregiv social network gender age econom statu among caregiv men women population-bas sampl age 75 year older background demograph chang futur care older peopl given inform caregiv older old care anoth older person may affect variou aspect life physic emot health decreas time respit may affect social life qualiti life method postal questionnair includ short form health survey use sampl consist 4278 peopl age 75 year live sweden 783 18 caregiv find caregiv larger social network report feel loneli less often non-caregiv forti per cent caregiv help everi day gender differ experi loneli last year frequenc intens feel loneli higher among women loneli small non-exist network significantli associ low qualiti life among caregiv well total sampl result show signific associ loneli weak social network low mental qualiti life conclus fact loneli import factor predict low qualiti life among caregiv well older peopl gener indic crucial care older peopl nurs perspect find indic advantag help older peopl keep develop social network nurs care involv step maintain social network older person becom weak sinc decreas health statu make social contact difficult,1,0
come friendship social eat matter object explor innov social eat programm model older tasmanian eat friend ewf perspect particip establish success meet organis aim strengthen commun reduc social isol enhanc mental well-b method focu group in-depth interview togeth brief individu questionnair undertaken particip four ewf group two urban two rural two well-establish two recent establish group result studi found ewf meet social eat need particip nurtur sens commun conclus flexibl model use ewf key success achiev aim allow individu group evolv way fit need aspir particip particip enjoy meal social environ meal set determin factor ongo particip ewf,1,0
evalu travel train northern sydney methodolog practic issu growth rel size popul older peopl led increas demand commun transport servic especi peopl longer abl travel safe car proport peopl could use mainstream public transport lack experi know turn expens commun transport servic travel train address issu target potenti public transport user need assist guidanc get start polici potenti win-win govern individu increas public transport patronag improv mobil qualiti life traine carer reliev pressur commun transport sector enabl reduc 'unmet need travel train effect citi public transport network establish signific pocket potenti traine travel train grown strongli us driven posit benefit parti compar rel low cost train attempt quantifi benefit travel train date narrowli focus paper use data travel train project northern sydney develop appli broad evalu framework encompass measur econom social environment outcom framework make use standard paramet valu time possibl also includ applic theori disciplin measur social environment benefit evalu travel train project northern sydney result signific benefit-cost ratio evalu give benefit-cost ratio differenti group potenti travel traine paper provid result assist prioritis traine lead higher benefit-cost ratio polici develop,1,0
young elderli activ fragil challeng resourc link longer life expect anziani giovani tra activ e fragilità sfide e risors conness all'allungamento della vita popul age yet mani older adult today enjoy good health condit continu play activ role social network societi time grow attent research polici maker also term prevent older adult 39 well-b protect factor earli withdraw physic cognit declin social isol purpos work present result empir research aim highlight role social health servic b use pc internet health-rel issu c presenc support network play promot maintain well-b popul young-elderli italian suffer chronic long-term ill without limit n 371 statist analyz show relat well-b health activ age unidirect percept self old signific impact well-b self-percept determin health condit gener healthier subject satisfi engag relat network physic cultur activ predispos engag variou field activ,0,0
"social support social strain loneli well-b among older adult analysi health retir study* studi propos among older adult higher support lower strain receiv four relat sourc spouse/partn children famili friend associ reduc loneli improv well-b loneli might mediat relationship support/strain well-b structur equat model conduct use nation sampl adult age 50 year older n 7,367 health retir studi find indic support spouse/partn friend allevi loneli strain four sourc intensifi loneli higher support lower strain variou sourc directli indirectli improv well-b indirect effect mediat reduc loneli conclud later life variou sourc support/strain engend distinct effect loneli well-b loneli serv one psycholog pathway link support/strain well-b",1,0
implic inform commun technolog use social well-b older adult older adult compris popul segment vulner social isol late life stage like exclud benefit inform commun technolog ict well focu ict research address research gap concern current fastest grow sector ict user studi center dispar regard older adult ’ ict access use effect ict uniform user digit inequ older adult experi might differ influenc social live compar popul studi previou literatur draw survey 1780 older adult age 60 year older resid six suburb chicago area research link older adult ’ digit inequ social well-b demonstr socio-econom statu remain major factor affect qualiti life social instrument ict use also contribut well-b vari unexpect way result draw implic studi digit dispar examin impact ict vari differenti use differ age group,0,0
sleep complaint community-liv older person multifactori geriatr syndrom see editori comment dr. michael v. vitiello pp 1882-1883 older person sleep complaint form insomnia daytim drowsi highli preval associ advers outcom underli mechan link age-rel declin physiolog normal age age-rel increas diseas preval usual age articl describ normal age lead less-restor sleep character reduct homeostat circadian sleep phase advanc sleep-wak cycl character older person alert earli morn drowsier earli even also describ usual age lead sleep complaint reduct health statu loss physic function primari sleep disord psychosoci influenc likewis describ relev sleep complaint discuss aging-rel chang subsequ incorpor conceptu model describ sleep complaint consequ multipl interdepend predispos precipit perpetu factor akin geriatr syndrom discuss conclud appli conceptu model sleep-rel care older person insomnia daytim drowsi suggest diagnost assess consid addit primari sleep disord multipl domain includ medic physic cognit psycholog social matter intent develop overal therapeut plan establish long-term follow-up,1,0
struggl social isol elderly-th design smarttv applic chapter chart work progress frame european project aal fosibl hypothesi virtual network onlin gener commun could offset lack relationship prevent isol increas self-esteem older peopl live alon home follow purpos aim defin servic rethink use well-known exist technolog broaden scope afford older peopl chapter describ relat work use internet social interact among elderli live lab approach follow result understand actual use need elderli present follow smarttv platform iter develop analysi use platform design user-centr approach permit us answer research issu,0,0
older adult hoard behaviour age place look collabor community-bas plan approach solut paper report synthes new research examin collabor commun respons promot success age place older adult hoard behaviour interview older adult hoard behaviour use particular commun support focu group interview member commun collabor direct support popul find suggest valuabl outcom group older adult hoard behaviour abl remain home safeti enhanc sens isol minim empower foster gain valuabl insight behaviour member commun collabor abl access expertis profession maxim expertis gener enhanc understand experi older adult live hoard behaviour edmonton studi signific addit much spars literatur commun plan need older adult hoard behaviour offer knowledg integr theori principl better age place attempt translat practic,1,0
common mental problem elderli view medic school student poland belaru greec aim aim studi investig opinion respond common mental psycholog problem elderli 60 year age materi method studi conduct januari 2013 novemb 2014 three studi group polish belarusian greek student total 600 200 group respond test questionnair develop author women domin studi group three quarter studi popul consist peopl age 21 25 year analysi educ level respond show almost 60 respond studi nurs 30 physiotherapi 10 cours studi result half respond 50.8 afraid old age vast major student group total 88.3 state better elderli alon famili loneli 61.5 sens helpless 52.7 depress 50.8 mental problem elderli often indic respond conclus need educ younger gener problem associ age old age includ mental health problem studi show signific differ percept mental health problem elderli peopl depend respond countri need chang function care system elderli would involv perceiv famili institut abl provid care servic old peopl,1,0
develop mobil applic design virtual pet care elderli popul age societi companionship care elderli medic system consum trend neglect contact extern one care oneself essenti elderli studi aim develop applic function healthcar accompani access design includ interfac virtual pet major commun media assist elderli use mobil applic requir function content mobil applic well prefer interfac model interact elderli investig studi aim eas convinc elderli easi use process cultiv train virtual pet mobil applic elderli could accompani reduc sens loneli use interact virtual pet mobil applic physic metal condit elderli could real-tim monitor record assist monitor station manag physic condit elderli nurs personnel period check research preced follow first literatur review second focu group interview util conclud applic content function requir prefer elderli virtual pet third applic experiment prototyp design accord requir prefer fourth questionnair aim test usabl elderli fill fifth principl suggest mobil applic design suitabl elderli conclud base test result analys research outcom would assist contribut access design mobil applic applic medic care provid possibl solut insuffici care manpow age societi uneven distribut medic resourc,1,0
investig factor associ depress older women macau background mental health burden pose grave threat qualiti life econom product worldwid women must balanc econom emot health need household emot health need aim purpos studi explor depress level group older women commun macau identifi factor associ depress design descript survey research method survey conduct period juli august 2004 six parish macau 1042 older peopl age 60-98 complet structur questionnair outcom measur four main outcom variabl employ studi predispos characterist physic psychosoci health needs/behaviour outcom result among women 11·9 n 124 identifi depress multipl logist regress analys use identifi model predict older women depress result show variabl like hypertens p 0·010 poor social network p 0·001 low self-perceiv score health statu p 0·001 abil meet live cost p 0·001 low level abil housework p 0·001 signific risk factor depress conclus provid suitabl live environ improv health condit older peopl may improv depress symptom maintain cognit function improv function abil may crucial prevent suffer depress symptom apart find conclus reson recent macau guidanc manag depress older women stress import prevent earli detect step care intens treatment greater sever ill multifacet approach manag relev clinic practic import regularli screen depress symptom among older women commun focus older women increas physic disabl social isol help prevent recognit onset depress light therapi antidepress suggest provid suitabl live environ improv health condit older peopl may improv depress symptom maintain cognit function improv function abil may crucial prevent suffer depress symptom,1,0
disrupt social connected peopl parkinson 's diseas studi conduct explor effect parkinson 's diseas peopl 's social interact exploratori qualit design use particip purpos sampl 10 peopl parkinson 's diseas attend hospit outpati neurolog clinic data collect semi-structur in-depth interview interview transcrib analys use convent content analysi explor particip experi percept social interact use central question 'what effect parkinson 's diseas peopl 's social interact analysi reveal parkinson 's diseas affect social interact disrupt social connected social connected disrupt number factor includ 'progress physic disabl mood disturb shrink social activ seclud oneself older adult parkinson 's diseas therefor face number challeng remain social connect appear disrupt social connected one neg consequ live parkinson 's,1,0
connect vital system enhanc social presenc older adult social isol older adult europ key continu grow issu demand immedi attent older adult might feel isol lone mainli lack human contact social support closest rel children grandchildren live work distant place contact friend care profession also rare paper tele-pres system present enabl social presenc facilit social interact contribut e-inclus older adult support result obtain work base conduct user studi older adult expert evalu,0,0
bring health economist time rigor evalu senior particip art purpos elderli popul increas schedul rise 61 per cent next 20 year nation panic set antidepress use rise figur loneli depress skyrocket far normal dishearten purpos paper make radic plea chang think live senior citizen live bring health economist let us put seriou fund studi effect particip art live older peopl design/methodology/approach year author award awinston churchil fellowship studi particip art older peopl usa author interview professor julen johnson univers california san francisco `` commun voic '' ambiti well-fund five year programm launch 12 one-year choir low incom non-sing find rigor test find usa proper evalu particip art taken serious mean whittl massiv medicar cost evalu go uk much flaw usual cost evalu gener consist questionnair fill particip find centr around psycholog arena rather physic aspect balanc hospit visit originality/valu imper one start think particip art senior scientif seriou way altern room elder antidepress uk 's antidepress use 23 per cent 2010 2011 bear think,1,0
psychosoci challeng resourc need young adult cancer survivor implic program develop young adult ya cancer survivor specif need age life stage author investig challeng resourc need ya survivor explor influenc age diagnosi i.e. diagnosi childhood vs. young adulthood diagnosi brain tumor author conduct four focu group ya survivor n 22 age 18-35 treat brain tumor cancer childhood mean age diagnosi ± sd brain 10.7 ± 2.86 cancer 10.5 ± 3.51 ya brain 23.5 ± 4.04 cancer 25.6 ± 4.10 transcript audiotap session code use themat analysi common challeng across group includ physic appear fertil late effect social relationship chang prioriti childhood cancer survivor struggl ident format social isol health care transit concern specif survivor diagnos ya includ financi independ protect parent childhood brain tumor survivor struggl cognit deficit limit career option poor social skill wherea brain tumor survivor diagnos ya emphas cognit declin loss autonomi live incur diseas despit uniqu challeng identifi group describ similar resourc need includ peer support age-specif inform health care provid proactiv rais salient issu young adult cancer survivor mani similar psychosoci inform need regardless age type diagnosi differ pediatr older adult survivor improv surviv rate small number ya one institut grow becom increasingli import creat comprehens age-appropri ya program address overlap uniqu need survivor life stage,1,0
feel less lone older peopl say particip social network websit paper present find qualit pilot project implement internet social network intervent evalu effect older peopl 's experi tempor loneli project implement three-month period utilis in-hom one-on- one educ strategi six older peopl age 69 85 year recruit commun age care programm south australia particip connect internet provid one-on-on tutor use social network site evalu project data collect in-depth interview older peopl commenc complet project addit interview commun programm co-ordin conduct complet project evalu also guid data collect research team via reflect journal key find emerg induct analysi data result four major theme particip experi loneli technolog enabl provid support environ connect case studi present provid in-depth understand social network help reduc particip experi loneli find project demonstr utilis social network site potenti reduc loneli older peopl therefor base find recommend research practic implement made particular project team recommend expand current pilot project larger scale project,1,1
0lder adult digit gameplay follow-up studi social benefit studi involv 20 wii bowl team 3–4 player eight-week tournament across larg citi western canada paper summar initi result increas social connected decreas loneli found report follow-up studi three month tournament examin whether peopl still play togeth maintain social connect follow-up consist 14 focu group 46 wii bowl player least one repres team mani particip seem maintain benefit new social contact three month tournament howev particip experienc difficulti recruit new player maintain momentum time senior ’ centr facil schedul activ wii bowl remain regular sourc social interact fun find examin consider socio-emot select theori,1,0
mobil remot presenc system older adult accept benefit concern much human-robot interact research focus upon peopl interact autonom robot also much gain explor human interperson interact robot current studi focus mobil remot presenc mrp system use popul could potenti benefit social connect commun remot peopl -older adult commun technolog import ensur safeti independ social support older adult therebi potenti improv qualiti life maintain independ 24 howev technolog would accept use older adult critic understand percept benefit concern adopt criteria mrp system conduct need assess twelv volunt particip age 63-88 given first-hand experi meet visitor via mrp system drive mrp system visit person older adult particip identifi benefit abl see seen via mrp system reduc travel cost hassl reduc social isol among concern identifi etiquett use mrp person privaci overus system new use-cas identifi yet explor prior work exampl go museum attend live perform visit friend hospit older adult current studi prefer oper mrp rather visit other oper mrp system find discuss term implic design,1,0
psychosoci correl aspect sleep qualiti community-dwel irish older adult object known psychosoci factor affect overal sleep qualiti littl consensu factor affect differ aspect sleep pittsburgh sleep qualiti index psqi provid mean examin separ aspect sleep method studi investig whether differ compon psqi affect differ psychosoci factor whether aspect sleep associ factor 505 community-dwel older adult took part studi psychosoci statu compris measur depress anxieti perceiv stress social emot loneli person assess particip health-rel factor pain comorbid polypharmaci well age gender also measur result neurotic depress anxieti age account overal sleep qualiti analys reveal differ psychosoci health-rel factor pain loneli person account score differ compon conclus intervent poor sleep qualiti may depend aspect sleep affect individu treatment may conting number differ psychosoci variabl futur research could focu develop personalis treatment program older adult sleep complaint,1,0
happi among community-dwel older person relat pain loneli given global increas age popul necessari focu psycholog well-b among older person addit maintain physic health thu enabl achiev healthi age method exploratori cross-sect design result total 78 older adult 20 male 58 femal four commun elderli center invit mean age 75.22. mean happi score 7.44 ± 1.91. signific differ happi demograph data except relationship famili member econom resourc p 0.05 show chines older person better famili relationship greater financi stabil felt happier also happi posit correl life satisfact social network neg correl loneli chronic pain conclus import enhanc happi psycholog well-b older adult allow enjoy longev commun,1,0
grow old lone differ societi toward compar perspect main argument paper subject experi loneli among older peopl must analyz relat overal valu system societi subcultur valu particular segment societi cultur subcultur valu system contrast term whether give prioriti individualist valu collect valu famili commun bond differ valu system result import differ peopl 's social contact socioemot bond experi well level satisfact given level social relationship suggest differ must look relat basic human need social bond well need individu concept loneli threshold introduc identifi level social contact individu desir avoid experi loneli emot isol,1,0
elderli mental health need paper highlight mental health need elderli tackl issu institutionalis commun care rapid urbanis indian societi throw special problem elderli care great evid rais morbid mortal hospitalis loss function statu relat common mental disord elderli patient overlap depress anxieti common almost half elderli patient report signific depress anxieti symptom also depress common psychiatr disord late life growth elderli popul mean direct increas age relat diseas dementia poor mental health outcom depress anxieti suicid seriou constraint qualiti life among elderli individu need identifi new unmet problem area develop effici therapeut outcom special popul stress,1,0
help older adult live better hear vision loss vision hear impair increas preval age increas profession work older adult commun set often encount peopl wide rang difficulti vision and/or hear problem rang locat financi support purchas glass hear aid obtain in-hom train devic make possibl individu sensori disabl continu live independ meet need peopl requir profession abl recogn sensori loss accommod help older adult understand cope,1,0
social relat elderli aim studi investig social life elderli level satisfact friendship opinion loneli abil alon old age cognit deterior test administ 956 self-suffici elderli peopl scale assess percept loneli questionnair opinion loneli descript analys comparison averag result appear elderli peopl fairli satisfi social life believ loneli condit qualiti life abil alon research also reveal environment characterist social integr import achiev satisfactori lifestyl,1,0
alway feel tire evalu older patient report fatigu fatigu common symptom elderli person often ignor mani patient healthcar provid assum natur progress age may mistak somnol dyspnea muscl weak sinc import often underestim patient fatigu may receiv intervent potenti result signific function declin articl discuss import identifi underli etiolog etiolog patient 's fatigu elimin possibl manag appropri history-tak includ consider patient 's symptom sever import part evalu fatigu author present algorithm use help identifi caus patient 's fatigu,1,0
evalu congreg meal program health elder scott counti fort smith arkansa agric exp stat. bulletin 808 juli 1976. studi evalu impact select aspect congreg meal program health statu elderli one rural one urban site arkansa data gather interview 50 particip 50 nonparticip site june-juli 1975. find show particip sampl spent less time bed due ill nonparticip 15 day versu 29 day also rural particip sampl hospit spent averag 10 night year rural nonparticip averag 28 day hospit respond unanim prais hot meal program one want see expand ninety-on percent indic appreci social interact other aspect program greatest singl need express see peopl particip felt program done good physic mental main conclus drawn pilot studi congreg meal program provid avenu elderli avoid malnutrit associ hospit due crisi condit along social isol debilit aspect,1,0
effect perinat exposur delta-9-tetrahydrocannabinol emot reactiv offspr longitudin behavior studi wistar rat rational endocannabinoid system play crucial role control emotion recent clinic find shown heavi prenat exposur cannabi significantli associ self-report anxieti symptom expos children howev long-term neurobehavior consequ utero exposur low-moder dose cannabinoid compound never investig object object studi investig whether perinat exposur moder dose activ constitu cannabi cb1 cannabinoid receptor agonist delta-9-tetrahydrocannabinol thc influenc emot reactiv rat offspr method primipar wistar rat treat pregnanc lactat dose thc equival current estim moder cannabi consumpt human 2.5-5 mg kg-1 per os gestat day 15 postnat day 9 emot reactiv infant adolesc adult offspr investig use isolation-induc ultrason vocal social interact elev plus-maz test respect result perinat thc treatment affect paramet reproduct howev dose 5 mg kg-1 increas number ultrasound emit rat pup remov nest inhibit social interact play behavior adolesc offspr induc anxiogenic-lik profil adult offspr test elev plus-maz test conclus result suggest endocannabinoid system involv control emotion sinc earli development stage thu even moder dose cannabinoid compound administ perinat period profound consequ brain matur lead long-last neurodevelopment alter,1,0
pervas comput technolog continu assess alzheim 's diseas progress intervent efficaci tradit assess function cognit statu individu dementia occur brief clinic visit time clinician extract snapshot recent chang individu health convent done use variou clinic assess tool appli point care reli patient caregiv abil accur recal daili activ trend person health practic suffer infrequ gener short durat visit sinc 2004 research oregon center age technolog orcatech oregon health scienc univers work develop technolog transform model orcatech research develop system continu in-hom monitor use pervas comput technolog make possibl accur track activ behavior measur relev intra-individu chang instal system strateg place sensor 480 home collect data 8 year use continu in-hom monitor system orcatech research collect data multipl behavior gait mobil sleep activ pattern medic adher comput use pattern intra-individu variat detect area use predict outcom low mood loneli cognit function method potenti improv qualiti patient health data turn patient care especi relat cognit declin furthermor continu real-world natur data may improv effici ecolog valid clinic intervent studi,1,0
retire facebook onlin social network enhanc health well individu 's social network strong impact mental physic health particular consequ senior citizen greater risk social isol retir due loss spous mobil issu recent emphasi age place i.e. smart home onlin social network site snss facebook help allevi social isol age alon enabl senior maintain high-qual social interact make senior-friendli design improv snss preliminari nation survey n=168 adult 55 reveal join sn primari motiv cite sign persuas friend famili member nonus cite strong lack interest rather lack knowledg skill implic theori design sn technolog senior citizen,0,0
"older peopl self-harm receiv hospit care need although self-harm common younger peopl britain risk suicid subsequ initi act self-harm consider greater older age group four characterist shown associ increas vulner older peopl self-harm increas suicid intent physic ill mental ill social isol paper part broader analysi self-harm present british hospit accid emerg depart five-year period examin preval vulner indic patient age 65 consid whether greater vulner older patient reflect clinic manag within hospit commun support plan discharg first present older patient n=91 exhibit greater vulner younger patient n=2,326 despit found evid older self-harm patient like younger patient routin receiv either psychosoci assess member staff specialist mental health train commun aftercar plan discharg hospit studi lend weight recent publish nation guidelin recommend act self-harm older peopl regard evid seriou suicid intent outset",1,0
"fit-for-lif futur emerg technolog purpos emerg ict technolog often view obscur unpleas older people1 addit associ varieti ethic considerations2 mani case older peopl find difficult imagin role modern ict technolog everyday live sinc technolog kind necessarili fit form life target group often due failur ict design paradigm address issu involv live good life tradit core user challeng ict design associ immedi usag situat human-centr approach contextu design scenario-bas design design persona strive design technolog base investig peopl could given technolog actual use howev ensur product servic fit peopl 's goal imper ask peopl would adopt use certain technolog live analysi peopl 's live person characterist live condit necessari order answer question addit clear conceptualis methodolog model requir order describ knowledg technolog design process might appli model multi-dimension holist life-bas design lbd introduc grounds3,4 approach emphasis analysi role technolog human life fact valu relat form life basi creation design idea concept design method part lbd consist fit-for-lif analysi examin benefit meaning peopl deriv solut develop well impact solut everyday life illustr logic involv enhanc qualiti life qol presuppos thorough understand concept content qol particularli reassess qol paramet relat everyday life support technolog design qualiti life necessari understand relev peopl 's valu fit-for-lif analysi thu includ analysi relev biolog psycholog socio-cultur attribut form life examin ethic problem may creat technolog result discuss fit-for-lif analysi call clarif issu accord whose perspect technolog contribut yield higher valu improv qualiti life outcom could lead improv modif product idea technolog empow design fit live older peopl exampl enhanc capabl self-efficaci promot feel secur abil cope life prevent loneli enabl particip work life social activ",1,0
social isol social support appli perspect consider empir evid substanti import social network support health well-b among elderli consider research necessari success intervent gener implement posit alter elder 's network articl author discuss social supportand isolationfrom appliedperspect combin present origin made nation institut aging-sponsor symposium appli gerontolog held august 1992. make gener observ concern field appli social relat later life describ mental health aspect relat list fundament principl exist technolog field describ use brief screen instrument social isol develop one author lubben explor vari domain knowledg concern elder soical relat conclud outlin area see requir attent applic perspect social support isol near futur,1,0
isol time mammari gland develop gonadarch ovarian senesc implic mammari tumor burden studi norway rat hypothes lifelong psychosoci experi social isol group live trigger differ development trajectori ovarian system contribut prediseas pathway spontan mammari tumor epidemiolog studi indic earli puberti delay menopaus risk factor breast cancer end took cross-sect prospect approach examin ovarian system two development point young adulthood middl age assess ovarian function point well mammari gland develop puberti mammari tumor burden middl age social isol dissoci two compon puberti acceler matur ovarian function simultan delay mammari tissu develop therebi increas exposur develop breast parenchyma high level estrogen mid-lif social isol rat greater tumor burden despit enter estropaus prematur demonstr isol increas tumorigenesi prolong ovarian function find discuss context facult lifespan strategi rat born differ time year live isol larg burrow commun,1,0
adapt engag older adult fit gamif mani older adult lead sedentari lifestyl challeng age complic effort maintain healthi level physic activ challeng includ decreas strength reduc mental capac social isol develop chronic health condit phd research attempt analyz need challeng older adult review attitud motiv toward physic activ pa furthermor aim investig variou approach develop social interact fit activ program goal increas posit lifestyl motiv qualiti life qol research defin taxonomi motiv person characterist older adult engag pa. lastli dissert propos develop adapt applic address fit gamif motiv perspect older adult applic empow older adult engag pa mean gain freedom mobil social interdepend within public sphere,1,0
never way help elderli women adjust chang loss.. articl written help nurs assist elderli women adjust chang loss describ dynam may present loneli powerless,1,0
gender polypharmacotherapi elderli clinic challeng polypharmacotherapi major concern elderli especi older women age 80. result intak prescript non-prescript drug often problem evidence-bas therapi besid fact women live longer men outnumb reason polypharmaci women divers includ differ attitud toward intak drug men women propens women rather see physician talk problem load famili respons women main caregiv within famili influenc physician sex patient care level educ social depriv self-rat health women often prescrib potenti inappropri medic often becom victim advers drug reaction due number qualiti drug prescrib also differ pharmacokinet dynam make vulner drug exposur thu inappropri prescrib contribut hospit poor qualiti life cost complianc issu poor outcom preclin clinic studi elderli patient especi elderli women need studi underli mechan pharmacolog differ obtain insight differ risk men women attent prescrib medic consist review medic list reevalu indic outcom prescrib essenti ensur drug use appropri elderli women polypharmaci minim safeti patient maxim,1,0
sed load among community-dwel peopl age 75 year older population-bas studi background drug sed properti among wide use drug community-dwel older peopl use sed drug associ fall fractur cognit memori impair impair physic function among older peopl sed load model develop quantifi cumul effect take multipl drug sed properti object object studi investig factor associ sed load among community-dwel older peopl use data collect part finnish geriatr multidisciplinari strategi good care elderli gem studi method gem studi random compar studi evalu model geriatr assess care rehabilit use studi sampl 1000 person age ≥75 year live kuopio finland 700 peopl consent particip community-dwel demograph diagnost drug use data regular when-requir drug elicit nurs interview current analysi sed load comput use previous publish model drug taken regular when-requir basi classifi one four group accord sed potenti group 1 includ primari sed sed rate 2 group 2 includ drug sedat promin side effect sed rate 1 particip 's sed load calcul sum sed rate group 1 2 drug logist regress model use investig factor associ sed load result twenty-nin percent particip n 205 sed load ≥1 i.e use one drug sed properti 22 n 158 sed load ≥2 i.e use either one primari sed two drug sedat promin advers effect prepar sedat compon consid regularli use drug sed load ≥2 relat regularli use drug associ femal sex odd ratio 1.65 95 ci 1.02 2.67 poor self-perceiv health 2.06 95 ci 1.25 3.38 impair instrument activ daili live iadl 1.89 95 ci 1.18 3.01 often feel lone 4.72 95 ci 2.15 10.40 factor remain significantli associ sed load ≥2 drug use when-requir basi includ analys conclus advantag sed load model includ drug sed properti prescrib somat diseas describ cumul exposur drug exert sed effect multipl mechan cn incorpor sed rate drug older popul femal sex impair iadl poor self-perceiv health loneli associ higher sed load clinician remain cogniz factor review drug regimen target intervent optim sed use,1,0
role intermedi care team detect respond loneli older client intermedi care team support patient home manag complex need ideal place commun identifi older adult risk loneli howev littl known intermedi care team profession perceiv detect respond loneli client studi explor intermedi care team profession attitud loneli context perceiv servic prioriti experi manag loneli client eight profession n=2 physiotherapist n=3 occup therapist n=3 nurs took part semi-structur interview data analys themat use framework analysi appli theori plan behaviour interpret framework intermedi care team profession see loneli signific issu mani older client low prioriti intermedi care team servic believ loneli often goe undetect difficult measur object barrier manag loneli includ high workload unsatisfactori referr system lack close work social care independ sector servic brief reliabl loneli assess routin practic receiv train detect manag loneli improv work relationship social care independ sector servic highlight strategi could improv detect manag loneli intermedi care team client,1,0
impact internet use loneli contact other among older adult cross-sect analysi background older adult increas risk experienc loneli depress particularli move differ type care commun inform commun technolog ict usag may help older adult maintain contact social tie howev prior research consist whether ict use increas decreas isol loneli among older adult object purpos studi examin internet use affect perceiv social isol loneli older adult assist independ live commun also examin percept internet use affect commun social interact method one wave data ongo studi ict usag among older adult assist independ live commun alabama use regress analysi use determin relationship frequenc go onlin isol loneli n=205 percept effect internet use commun social interact n=60 result control number friend famili physical/emot social limit age studi arm 1-point increas frequenc go onlin associ 0.147-point decreas loneli score p=.005 go onlin associ perceiv social isol p=.14 among measur percept social effect internet 1-point increas frequenc go onlin associ increas agreement use internet 1 made easier reach peopl b=0.508 p .001 2 contribut abil stay touch b=0.516 p .001 3 made easier meet new peopl b=0.297 p=.01 4 increas quantiti commun other b=0.306 p=.01 5 made respond feel less isol b=0.491 p .001 6 help respond feel connect friend famili b=0.392 p=.001 7 increas qualiti commun other b=0.289 p=.01 conclus use internet may benefici decreas loneli increas social contact among older adult assist independ live commun,1,1
digit inclus older adult base physic activ age concern nowaday live interdepend interconnect world age driven technolog progress extraordinari potenti improv qualiti later life creat social network tackl isol loneli transform servic help peopl live independ home longer empow consum enabl civil particip light poster aim present develop process digit booklet mobil devices-smartphon tablet illustr benefit physic exercis older adult aim improv life qualiti minim digit exclus,0,0
barrier adopt cell phone older peopl impair usa result expert review field studi qualit exploratori studi examin barrier adopt shelf cellular telephon older peopl vision hear dexter impair includ full rang factor influenc phone acquisit use retent explor feasibl provid individu support overcom learn barrier first stage studi review sale process purchas experi handset featur avail cell phone berkeley oakland area california mid 2007. industri organ physic access separ programmat access busi practic ergonom aspect handset design mediat firmwar softwar chang rapidli vari carrier us sale model cell phone purchas select price plan tariff handset limit group accommod need senior impair need low cost plan handset specif group featur gener avail necessarili avail one phone almost never entri level phone difficult consum obtain inform prior purchas handset access featur support access often difficult find menu difficult senior use second stage studi gave group twelv older peopl impair rang 66-90 year age cell phone airtim individu support one-month period result show older peopl impair deter cell phone use much confus structur industri lack certain handset featur often sacrific access price support learn use cell phone work need determin specif kind support need best deliv,1,0
lose connect receiv support reconnect experi frail older peopl within care programm implement primari care set aim object object studi evalu whether care provid care programm match need older peopl background care programm implement primary-car set netherland identifi frail older peopl prevent deterior health design method total 23 older peopl particip in-depth interview within studi three older peopl particip co-research gather analys data togeth academ research content analysi use analys data result two categori emerg data 'lose connect 'receiv support reconnect 'lose connect reflect need older peopl 'receiv support reconnect reflect experi appreci aspect provid care relationship trust practic nurs pn appear import aspect care foster share feel issu physic medic problem could share gener practition pn experienc connector help restor feel connected older peopl access resourc commun conclus relationship pn experienc valuabl feel 'connected creat connected older peopl could discuss feel loneli depress frustrat receiv acquir appropri resourc servic pn furthermor relationship pn help older peopl gain access health profession servic implic practic result impli care frail older peopl includ awar import trust relationship nurs play vital role creat trust relationship abl bridg gap older peopl profession servic,1,0
develop valid indic support community-resid older canadian lack social support import risk factor disabl psychiatr ill cognit impair institution mortal social network also import caregiv emot support elderli peopl need allow function well commun articl detail develop valid index instrument support avail older commun resid canadian studi health age csha preliminari item review intern consist exploratori factor analysi carri random half sampl second half sampl use cross-valid intern consist exploratori factor analysi item respons theori analysi carri final scale six item alpha intern consist 0.76 irt reliabl 0.85. one-factor solut easili interpret irt analys show scale homogen item highli discrimin instrument support scale also high correl size social network relat marit statu gender predict institution two phase studi,1,0
japan state activ age term number japan oldest nation world 65+ popul pass 20 level octob 2006. today 's senior citizen expect success fulfil later year quality-wis 2007 member babi boomer gener reach retir age mandatori 60 busi said eagerli anticip huge new emerg potenti `` silver market '' cope function chang robot play key role toshiba develop new robot download recip internet prepar meal household equip futur home close network inform commun technolog enhanc qualiti life howev look realiti face issu digit divid ict part life quit foreign cultur senior citizen japan mani never use instanc typewrit two major solut issu test one consist class-room lesson organ local author comput busi ngo univers educ institut etc anoth certif system biggest challeng help older peopl realiz ict `` must '' achiev activ healthi age obviou face mobil impair age impair mobil limit social contact import impact qualiti life ict help avoid social isol,0,0
